source_file,source_row_number,raw__source_object_id,source_object_id,raw__asset_id,asset_id,raw__status,status,raw__pressure_zone,pressure_zone,raw__road_segment_id,road_segment_id,raw__map_label,map_label,raw__category,category,raw__pipe_size,pipe_size,raw__material,material,raw__lined,lined,raw__lined_date,lined_date,raw__lined_material,lined_material,raw__installation_date,installation_date,raw__acquisition,acquisition,raw__consultant,consultant,raw__ownership,ownership,raw__bridge_main,bridge_main,raw__bridge_details,bridge_details,raw__criticality,criticality,raw__rel_cleaning_area,rel_cleaning_area,raw__rel_cleaning_subarea,rel_cleaning_subarea,raw__undersized,undersized,raw__shallow_main,shallow_main,raw__condition_score,condition_score,raw__oversized,oversized,raw__cleaned,cleaned,raw__length_m,length_m,invalid_primary_key,invalid_pipe_size,model_asset_eligible
Water_Mains_5473643541506873803.csv,16181,276782,276782,158898,158898,ACTIVE,ACTIVE,KIT 4,KIT 4,15919,15919,.5m 0mm  PVC,.5m 0mm  PVC,TREATED,TREATED,0,,PVC,PVC,NO,NO,,,NONE,NONE,9/1/2022 12:00:00 AM,2022-09-01T00:00:00,DONATED,DONATED,REGION,REGION,REGION,REGION,N,N,,,-1,,4,4,0,0,N,N,N,N,-1,,N,N,N,N,0.480930525093513,0.480930525094,False,True,True
Water_Mains_5473643541506873803.csv,16215,277096,277096,159294,159294,ACTIVE,ACTIVE,KIT 4,KIT 4,11646,11646,20.4m 0mm  PVC,20.4m 0mm  PVC,TREATED,TREATED,0,,PVC,PVC,NO,NO,,,NONE,NONE,6/21/2019 12:00:00 AM,2019-06-21T00:00:00,,,AECOM,AECOM,KITCHENER,KITCHENER,N,N,,,-1,,2,2,2,2,N,N,N,N,-1,,N,N,N,N,20.3594270294413,20.3594270294,False,True,True
