source_file,source_row_number,raw__source_object_id,source_object_id,raw__event_id,event_id,raw__incident_date,incident_date,raw__asset_type,asset_type,raw__road_closure,road_closure,raw__sidewalk_closure,sidewalk_closure,raw__estimated_repair_hours,estimated_repair_hours,raw__estimated_units_impacted,estimated_units_impacted,raw__cw_service_request_number,cw_service_request_number,raw__break_status,break_status,raw__status_updated_date,status_updated_date,raw__cw_workorder_number,cw_workorder_number,raw__normal_service_date,normal_service_date,raw__break_nature,break_nature,raw__break_cause,break_cause,raw__repair_type,repair_type,raw__planned_maintenance_type,planned_maintenance_type,raw__valves_closed,valves_closed,raw__valves_opened,valves_opened,raw__hydrants_called_out,hydrants_called_out,raw__hydrants_called_back_in,hydrants_called_back_in,raw__break_category,break_category,raw__road_segment_id,road_segment_id,raw__closest_civic_number,closest_civic_number,raw__street,street,raw__related_asset_id,related_asset_id,raw__asset_depth_m,asset_depth_m,raw__frost_depth_m,frost_depth_m,raw__asset_size_reported,asset_size_reported,raw__reported_installation_year,reported_installation_year,raw__asset_material,asset_material,raw__asset_exists,asset_exists,raw__global_id,global_id,raw__update_by,update_by,raw__update_date,update_date,raw__x,x,raw__y,y,invalid_primary_key,eligible_event,matched_asset,ambiguous_asset,unmatched_asset,placeholder_related_asset_id,matched_installation_date,event_before_install,reliable_event,event_disposition,incident_day,same_pipe_day_event_count,same_pipe_day_multiple_events,eligible_same_pipe_day_event_count,eligible_same_pipe_day_multiple_events
Water_Main_Breaks_-8394745777553033727.csv,888,8874,8874,1924,1924,2/17/2014 12:00:00 AM,2014-02-17T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,8/8/2014 12:00:00 AM,2014-08-08T00:00:00,96646,96646,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,23047,23047,407,407,SOUTHILL DR,SOUTHILL DR,35260,35260,,,,,,,,,,,N,N,f38840bd-7b6d-4096-af6c-202e263184f4,f38840bd-7b6d-4096-af6c-202e263184f4,DAVIDV,DAVIDV,8/8/2014 12:00:00 AM,2014-08-08T00:00:00,546268.3137,546268.3137,4808557.6667,4808557.6667,False,True,False,False,True,False,,False,False,unmatched_asset,2014-02-17T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,891,8877,8877,1740,1740,6/11/2012 12:00:00 AM,2012-06-11T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,3/7/2013 12:00:00 AM,2013-03-07T00:00:00,66765,66765,,,UNKNOWN,UNKNOWN,AGE,AGE,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,6743,6743,8,8,DUKE ST E,DUKE ST E,63740,63740,,,,,300,300,1991,1991,DI,DI,N,N,e14637e0-516c-4ed4-966b-6fc1c514d931,e14637e0-516c-4ed4-966b-6fc1c514d931,DAVIDV,DAVIDV,3/7/2013 12:00:00 AM,2013-03-07T00:00:00,541425.1132,541425.1132,4810995.5736,4810995.5736,False,True,False,False,True,False,,False,False,unmatched_asset,2012-06-11T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,892,8878,8878,1741,1741,6/12/2012 12:00:00 AM,2012-06-12T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,3/7/2013 12:00:00 AM,2013-03-07T00:00:00,66715,66715,,,UNKNOWN,UNKNOWN,AGE,AGE,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,7085,7085,48,48,VALEWOOD PL,VALEWOOD PL,38960,38960,,,,,,,,,,,N,N,2f271364-5fd1-480f-a4f8-e57f2747e571,2f271364-5fd1-480f-a4f8-e57f2747e571,DAVIDV,DAVIDV,3/7/2013 12:00:00 AM,2013-03-07T00:00:00,541242.1206,541242.1206,4813357.7417,4813357.7417,False,True,False,False,True,False,,False,False,unmatched_asset,2012-06-12T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,894,8880,8880,1744,1744,7/18/2012 12:00:00 AM,2012-07-18T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,3/7/2013 12:00:00 AM,2013-03-07T00:00:00,68413,68413,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,1734,1734,600,600,KING ST W,KING ST W,21450,21450,,,,,250,250,1889,1889,CI,CI,N,N,58a443e8-2f43-4e36-a605-97671093936e,58a443e8-2f43-4e36-a605-97671093936e,DAVIDV,DAVIDV,3/7/2013 12:00:00 AM,2013-03-07T00:00:00,540361.0768,540361.0768,4811328.1212,4811328.1212,False,True,False,False,True,False,,False,False,unmatched_asset,2012-07-18T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,897,8883,8883,8,8,8/23/2001 12:00:00 AM,2001-08-23T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,,,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,11061,11061,787,787,KING ST W,KING ST W,21390,21390,,,,,250,250,1889,1889,CI,CI,N,N,2b819ce3-bea8-43ee-b03d-459e81a6aa95,2b819ce3-bea8-43ee-b03d-459e81a6aa95,DAVIDV,DAVIDV,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,539752.3111,539752.3111,4811589.39,4811589.39,False,True,False,False,True,False,,False,False,unmatched_asset,2001-08-23T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,900,8886,8886,376,376,1/16/2006 12:00:00 AM,2006-01-16T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,,,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,10951,10951,26,26,TRAYNOR AVE,TRAYNOR AVE,38190,38190,,,,,,,,,,,N,N,710c9db3-2a34-4fd2-b2da-a83feff75e18,710c9db3-2a34-4fd2-b2da-a83feff75e18,DAVIDV,DAVIDV,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,544910.8046,544910.8046,4808425.8229,4808425.8229,False,True,False,False,True,False,,False,False,unmatched_asset,2006-01-16T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,916,8902,8902,78,78,7/4/2004 12:00:00 AM,2004-07-04T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,,,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,10070,10070,1668,1668,KING ST E,KING ST E,21870,21870,,,,,100,100,1937,1937,CI,CI,N,N,98c04975-fd6d-4636-b93e-7becb901433b,98c04975-fd6d-4636-b93e-7becb901433b,DAVIDV,DAVIDV,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,543560.0699,543560.0699,4809606.998,4809606.998,False,True,False,False,True,False,,False,False,unmatched_asset,2004-07-04T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,919,8905,8905,1996,1996,6/26/2014 12:00:00 AM,2014-06-26T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,103581,103581,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,11705,11705,600,600,WEBER ST E,WEBER ST E,40980,40980,,,,,,,,,,,N,N,9bb2bf09-f0c4-4b96-8d27-66a1e193da5e,9bb2bf09-f0c4-4b96-8d27-66a1e193da5e,DAVIDV,DAVIDV,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,543256.7622,543256.7622,4810093.1469,4810093.1469,False,True,False,False,True,False,,False,False,unmatched_asset,2014-06-26T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,923,8909,8909,2000,2000,8/20/2014 12:00:00 AM,2014-08-20T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,106323,106323,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,12376,12376,109,109,LANG CRES,LANG CRES,89608,89608,,,,,150,150,1961,1961,CI,CI,N,N,ee0223bd-79a1-4a01-bdf3-49cc52dfbce6,ee0223bd-79a1-4a01-bdf3-49cc52dfbce6,DAVIDV,DAVIDV,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,541182.2192,541182.2192,4813686.9681,4813686.9681,False,True,False,False,True,False,,False,False,unmatched_asset,2014-08-20T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,925,8911,8911,2002,2002,9/4/2014 12:00:00 AM,2014-09-04T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,107068,107068,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,9382,9382,85,85,OTTAWA ST S,OTTAWA ST S,29630,29630,,,,,150,150,1923,1923,CI,CI,N,N,0e3e758d-d2db-4312-af4e-3ac5675d5630,0e3e758d-d2db-4312-af4e-3ac5675d5630,DAVIDV,DAVIDV,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,542606.2767,542606.2767,4809817.5805,4809817.5805,False,True,False,False,True,False,,False,False,unmatched_asset,2014-09-04T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,933,8919,8919,2011,2011,10/30/2014 12:00:00 AM,2014-10-30T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,110500,110500,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,22959,22959,225,225,VANIER DR,VANIER DR,39040,39040,,,,,200,200,1953,1953,CI,CI,N,N,176e47c4-eb95-4847-b0ec-dd7352b7be9d,176e47c4-eb95-4847-b0ec-dd7352b7be9d,DAVIDV,DAVIDV,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,543598.3475,543598.3475,4808260.2844,4808260.2844,False,True,False,False,True,False,,False,False,unmatched_asset,2014-10-30T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,942,8928,8928,2020,2020,11/28/2014 12:00:00 AM,2014-11-28T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,112032,112032,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,23041,23041,245,245,THALER AVE,THALER AVE,37620,37620,,,,,,,,,,,N,N,0f34135d-3f5f-46b9-aa31-15d5a166c80b,0f34135d-3f5f-46b9-aa31-15d5a166c80b,DAVIDV,DAVIDV,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,546190.1249,546190.1249,4809001.4641,4809001.4641,False,True,False,False,True,False,,False,False,unmatched_asset,2014-11-28T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,943,8929,8929,2021,2021,11/28/2014 12:00:00 AM,2014-11-28T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,112109,112109,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,23235,23235,10,10,CONWAY DR,CONWAY DR,7940,7940,,,,,,,,,,,N,N,c65f8387-c9bd-4843-a701-90640b5cd06f,c65f8387-c9bd-4843-a701-90640b5cd06f,DAVIDV,DAVIDV,1/14/2015 12:00:00 AM,2015-01-14T00:00:00,545136.7769,545136.7769,4810651.0488,4810651.0488,False,True,False,False,True,False,,False,False,unmatched_asset,2014-11-28T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,951,8937,8937,2029,2029,3/30/2015 12:00:00 AM,2015-03-30T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,4/15/2015 12:00:00 AM,2015-04-15T00:00:00,129140,129140,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,10996,10996,59,59,FRANKLIN ST S,FRANKLIN ST S,15460,15460,,,,,,,,,,,N,N,f5c340f1-7204-47b1-aa6b-7f79151a1500,f5c340f1-7204-47b1-aa6b-7f79151a1500,DAVIDV,DAVIDV,4/15/2015 12:00:00 AM,2015-04-15T00:00:00,544516.4039,544516.4039,4808907.5758,4808907.5758,False,True,False,False,True,False,,False,False,unmatched_asset,2015-03-30T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,962,8948,8948,1642,1642,1/1/1996 12:00:00 AM,1996-01-01T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,12/15/2011 3:38:58 PM,2011-12-15T15:38:58,,,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,11614,11614,18,18,HUGO CRES,HUGO CRES,96228,96228,,,,,150,150,1963,1963,CI,CI,N,N,04eb18da-fee5-4a1b-b3e2-bfc00ad4f04f,04eb18da-fee5-4a1b-b3e2-bfc00ad4f04f,DAVIDV,DAVIDV,12/15/2011 3:38:58 PM,2011-12-15T15:38:58,541253.4003,541253.4003,4808866.7016,4808866.7016,False,True,False,False,True,False,,False,False,unmatched_asset,1996-01-01T00:00:00,1,False,1,False
Water_Main_Breaks_-8394745777553033727.csv,963,8949,8949,158,158,2/15/1998 12:00:00 AM,1998-02-15T00:00:00,MAIN,MAIN,,,,,,,,,,,REPAIR COMPLETED,REPAIR COMPLETED,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,,,,,UNKNOWN,UNKNOWN,OTHER,OTHER,,,,,,,,,,,,,CATEGORY 1,CATEGORY 1,11697,11697,35,35,BRICK ST,BRICK ST,4430,4430,,,,,150,150,1952,1952,DI,DI,N,N,eb55d9a3-0e2d-4d38-a6cb-244f06d9cf63,eb55d9a3-0e2d-4d38-a6cb-244f06d9cf63,DAVIDV,DAVIDV,12/15/2011 3:38:26 PM,2011-12-15T15:38:26,542937.9462,542937.9462,4810057.2459,4810057.2459,False,True,False,False,True,False,,False,False,unmatched_asset,1998-02-15T00:00:00,1,False,1,False
