source_feature,gain
material,4983.944827079773
pressure_zone,2755.3231706619263
age_years,445.18695068359375
had_prior_break,72.74999237060547
years_since_last_break,64.39595746994019
past_break_count,21.9864501953125
pipe_size,9.543190002441406
length_m,8.561179161071777
breaks_last_3y,4.144714832305908
