asset_id,as_of_date,age_years,material,pipe_size,length_m,pressure_zone,past_break_count,breaks_last_3y,criticality,years_since_last_break,had_prior_break,predicted_median_days,predicted_median_months,risk_probability_12m,risk_probability_24m,risk_probability_36m,raw_risk_probability_12m,raw_risk_probability_24m,raw_risk_probability_36m,driver_1_feature,driver_1_value,driver_1_direction,driver_1_contribution,driver_2_feature,driver_2_value,driver_2_direction,driver_2_contribution,driver_3_feature,driver_3_value,driver_3_direction,driver_3_contribution,criticality_was_imputed,criticality_used,criticality_normalized,urgency_score,priority_score,priority_rank,priority_percentile,priority_band,recommended_action
14580,2026-01-01,64.00131419536335,CI,150.0,329.506146912836,KIT 5,7,0,7.0,3.623605980704347,1,384.97610475286706,12.648345296712197,0.24137661241408023,0.38227101097759286,0.5744270004411804,0.47875284869871637,0.738869251740225,0.8522751574443803,past_break_count,7,raises risk,1.7439736127853394,length_m,329.506,raises risk,0.7193576693534851,material,CI,raises risk,0.35898697403172264,False,7.0,0.7,31.694997078584404,29.79329725386934,13,99.92595791941754,IMMEDIATE,engineering review and inspection planning now
57680,2026-01-01,71.00214241223297,CI,150.0,305.093936667503,KIT 4,10,1,6.0,2.4785794584977663,1,388.0426903554207,12.749097611217337,0.240290126976554,0.3805179692242436,0.5721376834207802,0.4755927946865296,0.7362834205330584,0.8504364495551113,past_break_count,10,raises risk,2.0219829082489014,length_m,305.094,raises risk,1.3278577327728271,material,CI,raises risk,0.3752683774291654,False,6.0,0.6,31.55432352952835,29.029977647166085,14,99.91978774603567,IMMEDIATE,engineering review and inspection planning now
36530,2026-01-01,68.00139633257356,CI,150.0,301.953636273576,KIT 4,6,0,4.0,7.972785204350534,1,360.88017931774164,11.856676459647767,0.2503488445004333,0.39675230477234164,0.5931167547878459,0.5045284416260601,0.7594388218079715,0.8666892391353394,past_break_count,6,raises risk,1.439590573310852,length_m,301.954,raises risk,1.3442533016204834,age_years,68.0014,raises risk,0.42832452058792114,False,4.0,0.4,32.8546673610747,28.912107277745744,15,99.91361757265379,IMMEDIATE,engineering review and inspection planning now
23380,2026-01-01,103.00279950991465,CI,150.0,92.8187647027767,KIT 4,1,1,6.0,1.3075860748528565,1,414.6978656429454,13.624850305523985,0.23131708946947416,0.3660499063256514,0.5530286450378944,0.4492118457935635,0.7141312045442461,0.8344429459442378,age_years,103.003,raises risk,1.096577525138855,length_m,92.8188,raises risk,0.8781048655509949,years_since_last_break,1.30759,raises risk,0.6338920686393976,False,6.0,0.6,30.39080900831694,27.959544287651585,16,99.90744739927192,IMMEDIATE,engineering review and inspection planning now
27810,2026-01-01,66.00272421747195,CI,150.0,228.111405635252,KIT 5,9,1,7.0,0.9546300289077349,1,442.39858267758353,14.534954152736887,0.22279205030930882,0.35232869808888423,0.5345623602172256,0.42374816827471984,0.6917557718222831,0.8178524444996372,past_break_count,9,raises risk,2.1372618675231934,length_m,228.111,raises risk,0.698286771774292,years_since_last_break,0.95463,reduces risk,-0.5279692225158215,False,7.0,0.7,29.283007563397312,27.526027109593475,17,99.90127722589004,IMMEDIATE,engineering review and inspection planning now
32160,2026-01-01,63.00197813781255,CI,150.0,307.521683972395,KIT 4,6,0,6.0,3.892428806178746,1,435.1364899582317,14.296358938236324,0.22495504106972192,0.35580721399721443,0.5392746212229321,0.43024030574704664,0.6975562097055295,0.8221950644020073,past_break_count,6,raises risk,1.4618213176727295,length_m,307.522,raises risk,1.1867570877075195,age_years,63.002,raises risk,0.38434457778930664,False,6.0,0.6,29.564265096329066,27.199123888622744,18,99.89510705250818,IMMEDIATE,engineering review and inspection planning now
88076,2026-01-01,66.00272421747195,CI,150.0,296.145907313027,KIT 4,5,1,5.0,1.0833790601829987,1,430.3145893525896,14.137935952774049,0.2264186541112538,0.35816216605852813,0.5424530503797254,0.4346218626281465,0.7014335372574746,0.8250816078476851,past_break_count,5,raises risk,1.827195405960083,length_m,296.146,raises risk,1.0866512060165405,material,CI,raises risk,0.3702130942911026,False,5.0,0.5,29.754514732228326,26.779063259005493,19,99.8889368791263,IMMEDIATE,engineering review and inspection planning now
41450,2026-01-01,67.5879723745183,CI,150.0,363.398886463311,KIT 4,5,0,6.0,3.873357509305715,1,447.3204817246596,14.696662575401042,0.22135344167997273,0.35001634714374324,0.5314185175221199,0.41941981826667696,0.6878513984801724,0.8149129160568609,past_break_count,5,raises risk,2.1097049713134766,length_m,363.399,raises risk,0.9070702791213989,material,CI,raises risk,0.36599373733770335,False,6.0,0.6,29.09588209033186,26.76821152310531,20,99.88276670574443,IMMEDIATE,engineering review and inspection planning now
41630,2026-01-01,110.00362772678426,CI,100.0,305.510667601541,KIT 4,3,1,6.0,0.4671521191273479,1,471.45907019015095,15.48973310138281,0.21459819421946097,0.33917275028933336,0.5165572377099618,0.39900053846791045,0.6690212843603986,0.8005507723177343,past_break_count,3,raises risk,1.3421099185943604,length_m,305.511,raises risk,1.024163842201233,years_since_last_break,0.467152,raises risk,0.5231941733509302,False,6.0,0.6,28.216646538947277,25.959314815831497,21,99.87659653236256,IMMEDIATE,engineering review and inspection planning now
15200,2026-01-01,66.00272421747195,CI,150.0,314.602583651131,KIT 4,10,1,6.0,0.8396191431922829,1,479.43708066699406,15.751849710819329,0.21246833932605982,0.33575931512935897,0.5118395565000823,0.3925360311456669,0.6629150037575747,0.7958275628422287,past_break_count,10,raises risk,1.9614851474761963,length_m,314.603,raises risk,0.9941995143890381,age_years,66.0027,raises risk,0.6429674029350281,False,6.0,0.6,27.939275378445178,25.704133348169563,22,99.8704263589807,IMMEDIATE,engineering review and inspection planning now
20090,2026-01-01,60.00123205815314,CI,150.0,436.547766932635,KIT 4,3,0,5.0,6.67775519004497,1,505.2082990338211,16.59856010296133,0.20590502326894805,0.3252589870580167,0.49721259197732853,0.37256273595035316,0.6435908657941407,0.7806681250104979,past_break_count,3,raises risk,1.3699394464492798,length_m,436.548,raises risk,0.982689619064331,age_years,60.0012,raises risk,0.5492575764656067,False,5.0,0.5,27.084196927650666,24.3757772348856,23,99.86425618559882,IMMEDIATE,engineering review and inspection planning now
23530,2026-01-01,62.002642080261744,CI,150.0,324.986116114745,KIT 5,2,0,5.0,3.9308300750972403,1,508.2668588334986,16.699048730643295,0.20515632578393173,0.32406306602258933,0.4955359550958727,0.3702809753629094,0.6413381500856551,0.7788799151682426,past_break_count,2,raises risk,0.8881199359893799,length_m,324.986,raises risk,0.8010004758834839,age_years,62.0026,raises risk,0.7278547286987305,False,5.0,0.5,26.986631078672314,24.287967970805084,24,99.85808601221694,IMMEDIATE,engineering review and inspection planning now
18280,2026-01-01,57.33451063334634,DI,300.0,264.507350325354,KIT 5,5,0,6.0,3.365957840288251,1,528.4446091191174,17.361986377350416,0.20036591999296444,0.31642097549699255,0.4847718544540898,0.3556761055033911,0.6266927220313965,0.7671473196105139,past_break_count,5,raises risk,1.8357954025268555,length_m,264.507,raises risk,0.6909554600715637,pressure_zone,KIT 5,raises risk,0.4480404631322017,False,6.0,0.6,26.362303009028537,24.253318768306254,25,99.85191583883507,IMMEDIATE,engineering review and inspection planning now
42050,2026-01-01,67.00206027502276,CI,150.0,304.822886384952,KIT 4,6,0,6.0,3.8785769297364334,1,548.1288836599156,18.008710935663256,0.1959261687375762,0.3093541894584787,0.47474292662932416,0.3421460890038527,0.612765454634257,0.7558176167397099,past_break_count,6,raises risk,1.622096061706543,length_m,304.823,raises risk,1.3174306154251099,material,CI,raises risk,0.37008272196544567,False,6.0,0.6,25.783625074302176,23.720935068358003,26,99.8457456654532,IMMEDIATE,engineering review and inspection planning now
35140,2026-01-01,73.00081452733458,CI,150.0,269.90713531535,KIT 4,5,0,6.0,4.472130736834153,1,660.8935209837437,21.713580023696377,0.1740989093526489,0.2748621840166824,0.42484840914194705,0.2763579349835432,0.5396102199665207,0.6935119065135954,past_break_count,5,raises risk,1.8241064548492432,length_m,269.907,raises risk,0.4637335240840912,material,CI,raises risk,0.3342570428576437,False,6.0,0.6,22.940284173078876,21.105061439232568,27,99.83957549207133,IMMEDIATE,engineering review and inspection planning now
41460,2026-01-01,67.5879723745183,CI,150.0,372.902778833956,KIT 4,4,1,5.0,1.9265212305675148,1,662.4922588158464,21.766106369850597,0.17382642479913418,0.27443442360666626,0.42422063274933197,0.27555036459284005,0.5386509627208901,0.692663242175565,past_break_count,4,raises risk,1.361920714378357,length_m,372.903,raises risk,1.0797570943832397,age_years,67.588,raises risk,0.37323248386383057,False,5.0,0.5,22.90482452364136,20.614342071277225,28,99.83340531868946,IMMEDIATE,engineering review and inspection planning now
34220,2026-01-01,62.58855417975728,CI,150.0,353.962427667235,KIT 4,5,1,7.0,1.0556562940552687,1,730.5224868816777,24.001231627152183,0.16299768219756505,0.2574943185852504,0.3992034951834188,0.24388417118879918,0.4997145650258225,0.6575046833725482,past_break_count,5,raises risk,1.5394009351730347,length_m,353.962,raises risk,0.9805283546447754,material,CI,raises risk,0.3739540683818632,False,7.0,0.7,21.496725441245605,20.20692191477087,29,99.82723514530758,IMMEDIATE,engineering review and inspection planning now
30750,2026-01-01,58.00255994305154,DI,150.0,294.434536522863,KIT 5,1,0,7.0,4.428361332235128,1,753.6603677405601,24.76142402071698,0.1596227164849533,0.25223852192911106,0.39138359812133955,0.2342123739528295,0.48727697921661617,0.6459766218223901,length_m,294.435,raises risk,1.078567624092102,age_years,58.0026,raises risk,0.7881087064743042,past_break_count,1,raises risk,0.4002552926540375,False,7.0,0.7,21.058354628183924,19.79485335049289,30,99.82106497192571,IMMEDIATE,engineering review and inspection planning now
