asset_id,driver_rank,feature,feature_value,risk_contribution_log_time,direction
78236,1,material,PVC,-0.47449685605897685,reduces risk
78236,2,age_years,13.2515,-0.4309004545211792,reduces risk
78236,3,length_m,91.7803,-0.22155052423477173,reduces risk
36840,1,pipe_size,600,-0.4942285418510437,reduces risk
36840,2,length_m,68.0473,-0.3188220262527466,reduces risk
36840,3,past_break_count,0,-0.08080129325389862,reduces risk
86758,1,length_m,13.0236,-0.870359480381012,reduces risk
86758,2,pipe_size,600,-0.3343636691570282,reduces risk
86758,3,age_years,40.0008,-0.23481632769107819,reduces risk
43830,1,past_break_count,4,1.0552388429641724,raises risk
43830,2,length_m,159.044,0.8376506567001343,raises risk
43830,3,material,CI,0.465740069084859,raises risk
86760,1,length_m,6.13936,-1.2588108777999878,reduces risk
86760,2,pipe_size,300,-0.3109726309776306,reduces risk
86760,3,years_since_last_break,missing,0.08057692041620612,raises risk
24680,1,length_m,79.7429,-0.5488070249557495,reduces risk
24680,2,pipe_size,300,-0.4464975893497467,reduces risk
24680,3,pressure_zone,KIT 6,-0.15482788646477275,reduces risk
54620,1,pipe_size,450,-0.7056387662887573,reduces risk
54620,2,age_years,31.5872,-0.4441865384578705,reduces risk
54620,3,length_m,138.613,0.10572535544633865,raises risk
86762,1,length_m,12.6406,-0.889342188835144,reduces risk
86762,2,pipe_size,300,-0.18968051671981812,reduces risk
86762,3,age_years,52.0011,0.1234075203537941,raises risk
8170,1,pipe_size,300,-0.3159445822238922,reduces risk
8170,2,age_years,52.0011,0.3081298768520355,raises risk
8170,3,length_m,74.5707,-0.22206750512123108,reduces risk
60480,1,length_m,16.9224,-0.46982043981552124,reduces risk
60480,2,material,PVC,-0.40775094508353504,reduces risk
60480,3,age_years,28.5865,-0.23349280655384064,reduces risk
86764,1,length_m,5.32023,-0.6321251392364502,reduces risk
86764,2,material,PVC,-0.27438201162658515,reduces risk
86764,3,age_years,28.5865,-0.1620476096868515,reduces risk
66250,1,age_years,24.4194,-0.49816590547561646,reduces risk
66250,2,material,PVC,-0.43288686603773385,reduces risk
66250,3,length_m,50.5704,0.31153053045272827,raises risk
65060,1,length_m,9.98993,-0.9251013398170471,reduces risk
65060,2,age_years,25.5857,-0.5926408767700195,reduces risk
65060,3,material,DI,-0.14796591557751526,reduces risk
6730,1,pipe_size,100,-0.4321210980415344,reduces risk
6730,2,age_years,103.589,-0.3542366027832031,reduces risk
6730,3,length_m,120.539,0.34049177169799805,raises risk
86770,1,length_m,8.10792,-1.226977825164795,reduces risk
86770,2,age_years,103.589,-0.3836737871170044,reduces risk
86770,3,material,CI,0.36405894619747414,raises risk
74840,1,age_years,19.587,-0.4552604556083679,reduces risk
74840,2,material,PVC,-0.42109252969021327,reduces risk
74840,3,length_m,85.3174,-0.11378147453069687,reduces risk
86774,1,age_years,19.587,-0.6898446679115295,reduces risk
86774,2,length_m,15.9425,-0.4872934818267822,reduces risk
86774,3,material,PVC,-0.34857836196533754,reduces risk
86776,1,length_m,13.395,-0.4612578749656677,reduces risk
86776,2,material,CI,0.3922207885152602,raises risk
86776,3,pipe_size,150,0.0855778157711029,raises risk
22490,1,past_break_count,5,1.4001730680465698,raises risk
22490,2,material,CI,0.3909574444187456,raises risk
22490,3,length_m,102.351,-0.3100513219833374,reduces risk
86778,1,length_m,1.13142,-2.2195913791656494,reduces risk
86778,2,material,CI,0.3878565394807083,raises risk
86778,3,age_years,66.0027,-0.24347208440303802,reduces risk
930,1,material,CI,0.4025865197654639,raises risk
930,2,length_m,118.307,0.18120679259300232,raises risk
930,3,age_years,80.0016,-0.06552796065807343,reduces risk
3050,1,age_years,53.0004,0.38735875487327576,raises risk
3050,2,length_m,106.442,0.3354220390319824,raises risk
3050,3,pressure_zone,KIT 5,0.18406104254245292,raises risk
86782,1,length_m,16.4817,-0.31563878059387207,reduces risk
86782,2,age_years,49.4192,0.24154269695281982,raises risk
86782,3,pipe_size,300,-0.2334945797920227,reduces risk
21500,1,length_m,68.9386,-0.5441404581069946,reduces risk
21500,2,pipe_size,300,-0.28725266456604004,reduces risk
21500,3,age_years,49.4192,0.26605451107025146,raises risk
86784,1,past_break_count,1,0.5399464964866638,raises risk
86784,2,age_years,49.4192,0.24970529973506927,raises risk
86784,3,pipe_size,300,-0.23912940919399261,reduces risk
86786,1,length_m,9.65338,-1.086648941040039,reduces risk
86786,2,pipe_size,300,-0.09665010124444962,reduces risk
86786,3,age_years,49.4192,0.08546797186136246,raises risk
57870,1,length_m,25.2508,-1.1836727857589722,reduces risk
57870,2,pipe_size,300,-0.33723434805870056,reduces risk
57870,3,pressure_zone,KIT 6,-0.28119872119714273,reduces risk
86788,1,length_m,1.05909,-2.1051619052886963,reduces risk
86788,2,pipe_size,300,-0.2721138596534729,reduces risk
86788,3,past_break_count,0,-0.08056061714887619,reduces risk
86790,1,length_m,0.680706,-2.056483268737793,reduces risk
86790,2,age_years,34.0021,-0.3834525942802429,reduces risk
86790,3,pressure_zone,KIT 6,0.29274057716247626,raises risk
38030,1,length_m,117.569,0.23849618434906006,raises risk
38030,2,age_years,34.0021,-0.22533343732357025,reduces risk
38030,3,pressure_zone,KIT 6,0.12001011209213175,raises risk
86792,1,length_m,114.712,0.6219145059585571,raises risk
86792,2,age_years,34.0021,-0.17205041646957397,reduces risk
86792,3,pressure_zone,KIT 6,0.1504364873690065,raises risk
940,1,material,CI,0.3833638748001249,raises risk
940,2,length_m,30.9928,-0.296808123588562,reduces risk
940,3,age_years,80.0016,-0.2257411628961563,reduces risk
30810,1,pressure_zone,KIT 2W,-0.27869521321918,reduces risk
30810,2,pipe_size,300,-0.25689980387687683,reduces risk
30810,3,age_years,50.0024,0.19635672867298126,raises risk
86794,1,length_m,12.189,-0.8905320763587952,reduces risk
86794,2,pressure_zone,KIT 2W,-0.478097389004688,reduces risk
86794,3,pipe_size,300,-0.1649327576160431,reduces risk
86796,1,length_m,18.4696,-0.38660258054733276,reduces risk
86796,2,age_years,38.0021,-0.2034277468919754,reduces risk
86796,3,pressure_zone,KIT 5,0.1748705717327539,raises risk
86798,1,length_m,7.93822,-1.6400728225708008,reduces risk
86798,2,pressure_zone,KIT 5,-0.25736390412203036,reduces risk
86798,3,material,DI,-0.0845593641679443,reduces risk
27050,1,years_since_last_break,16.9476,-0.6072778310626745,reduces risk
27050,2,age_years,38.0021,-0.4018075466156006,reduces risk
27050,3,past_break_count,1,0.3896038830280304,raises risk
20390,1,material,PVC,-0.4313832288935373,reduces risk
20390,2,length_m,108.059,0.1931932270526886,raises risk
20390,3,pipe_size,300,-0.11659356951713562,reduces risk
86802,1,length_m,11.6837,-0.8430098295211792,reduces risk
86802,2,pipe_size,300,-0.09214460849761963,reduces risk
86802,3,years_since_last_break,missing,0.07301915623247623,raises risk
55250,1,length_m,69.8025,-0.4111107587814331,reduces risk
55250,2,pipe_size,300,-0.26588717103004456,reduces risk
55250,3,past_break_count,0,-0.061977893114089966,reduces risk
86804,1,length_m,2.91356,-1.1042762994766235,reduces risk
86804,2,pressure_zone,KIT 6,0.3102001591541921,raises risk
86804,3,pipe_size,150,0.09717737138271332,raises risk
28430,1,length_m,306.683,0.46520307660102844,raises risk
28430,2,pressure_zone,KIT 6,0.23898532166640507,raises risk
28430,3,age_years,45.4191,-0.19822467863559723,reduces risk
86806,1,length_m,1.42858,-2.117410898208618,reduces risk
86806,2,pressure_zone,KIT 6,0.28863114416162716,raises risk
86806,3,age_years,46.0023,-0.18854357302188873,reduces risk
86808,1,length_m,225.277,0.9218389987945557,raises risk
86808,2,past_break_count,1,0.5076431632041931,raises risk
86808,3,years_since_last_break,10.5382,0.22181624919176102,raises risk
86810,1,length_m,12.6794,-1.0875681638717651,reduces risk
86810,2,pressure_zone,KIT 2W,-0.4317720115832344,reduces risk
86810,3,age_years,55.0018,0.3301645517349243,raises risk
38930,1,age_years,55.0018,0.5704460740089417,raises risk
38930,2,pressure_zone,KIT 2W,-0.28710208066695486,reduces risk
38930,3,pipe_size,150,0.12508486211299896,raises risk
86812,1,length_m,135.363,0.5149383544921875,raises risk
86812,2,material,CI,0.35739063089204137,raises risk
86812,3,past_break_count,1,0.3064533472061157,raises risk
38050,1,material,CI,0.3311925098132633,raises risk
38050,2,length_m,285.401,0.24393330514431,raises risk
38050,3,past_break_count,1,0.23927928507328033,raises risk
86816,1,length_m,2.74362,-1.6668471097946167,reduces risk
86816,2,material,CI,0.4005725852002797,raises risk
86816,3,age_years,68.0014,-0.34199005365371704,reduces risk
24630,1,length_m,19.8587,-0.3697621822357178,reduces risk
24630,2,material,CI,0.30280415489323786,raises risk
24630,3,past_break_count,1,0.21492943167686462,raises risk
43930,1,age_years,72.0015,-0.5645657777786255,reduces risk
43930,2,past_break_count,1,0.38200849294662476,raises risk
43930,3,length_m,106.392,0.26120927929878235,raises risk
86818,1,length_m,7.62021,-1.5449678897857666,reduces risk
86818,2,age_years,72.0015,-0.7405295968055725,reduces risk
86818,3,material,CI,0.37380856429444975,raises risk
86820,1,length_m,11.7299,-1.5705033540725708,reduces risk
86820,2,age_years,52.0011,0.2326836884021759,raises risk
86820,3,pressure_zone,KIT 5,-0.19352238131978083,reduces risk
4370,1,age_years,52.0011,0.5486786365509033,raises risk
4370,2,length_m,97.9271,0.14736612141132355,raises risk
4370,3,pipe_size,150,0.08352844417095184,raises risk
79928,1,pressure_zone,BRIDGEPORT,-0.8647139714375953,reduces risk
79928,2,length_m,19.3766,-0.7063432931900024,reduces risk
79928,3,pipe_size,300,-0.24582169950008392,reduces risk
86822,1,age_years,15.1215,-1.005853533744812,reduces risk
86822,2,material,PVC,-0.596579289453075,reduces risk
86822,3,length_m,6.78997,-0.43198758363723755,reduces risk
76797,1,length_m,200.291,0.7609717845916748,raises risk
76797,2,material,PVC,-0.5183461026281293,reduces risk
76797,3,age_years,15.1215,-0.3246120512485504,reduces risk
32810,1,pipe_size,450,-0.9144397377967834,reduces risk
32810,2,age_years,60.0012,0.4704039394855499,raises risk
32810,3,material,DI,0.2528002610997646,raises risk
86824,1,length_m,7.59004,-1.1182907819747925,reduces risk
86824,2,material,PVC,-0.2911991185210354,reduces risk
86824,3,pressure_zone,KIT 2EA,-0.11333039414603263,reduces risk
86826,1,length_m,5.38303,-0.33778637647628784,reduces risk
86826,2,material,PVC,-0.31677689820571686,reduces risk
86826,3,pipe_size,150,0.11118502169847488,raises risk
61330,1,length_m,32.3342,-0.7529615163803101,reduces risk
61330,2,material,PVC,-0.4556958548309922,reduces risk
61330,3,age_years,27.5872,-0.25024619698524475,reduces risk
86828,1,length_m,11.894,-0.6049166917800903,reduces risk
86828,2,past_break_count,1,0.2617158889770508,raises risk
86828,3,material,CI,0.21001032300046063,raises risk
37230,1,years_since_last_break,25.9882,-1.6329142600297928,reduces risk
37230,2,past_break_count,1,0.33993375301361084,raises risk
37230,3,material,CI,0.334001105689822,raises risk
76751,1,length_m,1.48922,-2.0505001544952393,reduces risk
76751,2,age_years,15.0667,-0.8873240351676941,reduces risk
76751,3,material,PVC,-0.45341006439048215,reduces risk
74110,1,age_years,19.587,-0.6918201446533203,reduces risk
74110,2,material,PVC,-0.5102695000059612,reduces risk
74110,3,pressure_zone,KIT 6,-0.3008772367320489,reduces risk
86832,1,length_m,8.52386,-0.9916236996650696,reduces risk
86832,2,age_years,19.587,-0.9529792666435242,reduces risk
86832,3,material,PVC,-0.3439595071358781,reduces risk
15790,1,length_m,5.09551,-1.6795384883880615,reduces risk
15790,2,age_years,56.0011,0.3729704022407532,raises risk
15790,3,pipe_size,150,0.09476711601018906,raises risk
38740,1,length_m,288.094,0.532031774520874,raises risk
38740,2,material,CI,0.488721443736722,raises risk
38740,3,years_since_last_break,missing,0.05278828367590904,raises risk
74180,1,age_years,21.7527,-0.6480821967124939,reduces risk
74180,2,pressure_zone,KIT 2W,-0.561098475856852,reduces risk
74180,3,material,PVC,-0.455036166273203,reduces risk
61899,1,material,CI,0.38740577662247233,raises risk
61899,2,pipe_size,200,0.17638877034187317,raises risk
61899,3,age_years,67.0021,0.12334775179624557,raises risk
76760,1,age_years,25.5857,-0.3863164782524109,reduces risk
76760,2,material,PVC,-0.3321442869855673,reduces risk
76760,3,length_m,56.766,-0.19702115654945374,reduces risk
9620,1,length_m,2.66778,-1.4444491863250732,reduces risk
9620,2,age_years,81.001,-0.8443353772163391,reduces risk
9620,3,material,CI,0.3924393212328141,raises risk
86840,1,length_m,1.42856,-2.0278749465942383,reduces risk
86840,2,age_years,81.001,-0.7029001712799072,reduces risk
86840,3,material,CI,0.3800674809863267,raises risk
43320,1,material,CI,0.41560696461965563,raises risk
43320,2,age_years,67.0021,0.3141304552555084,raises risk
43320,3,length_m,81.221,-0.30899420380592346,reduces risk
68902,1,age_years,16.9203,-0.7768934965133667,reduces risk
68902,2,material,PVC,-0.6387496518545959,reduces risk
68902,3,length_m,160.208,0.35429322719573975,raises risk
68740,1,length_m,71.1134,-0.40911903977394104,reduces risk
68740,2,material,PVC,-0.378631225470599,reduces risk
68740,3,age_years,23.5871,-0.33494076132774353,reduces risk
86844,1,length_m,9.57079,-1.1930121183395386,reduces risk
86844,2,age_years,23.5871,-0.377134770154953,reduces risk
86844,3,material,PVC,-0.2103524275626114,reduces risk
72130,1,age_years,20.5863,-0.3989129066467285,reduces risk
72130,2,material,PVC,-0.19919255857894314,reduces risk
72130,3,length_m,49.4882,-0.1931171715259552,reduces risk
86846,1,length_m,10.2539,-0.968855619430542,reduces risk
86846,2,age_years,20.5863,-0.48481762409210205,reduces risk
86846,3,material,PVC,-0.18524790836454486,reduces risk
9870,1,pipe_size,450,-0.9051032066345215,reduces risk
9870,2,pressure_zone,KIT 2W,-0.3945999895404384,reduces risk
9870,3,length_m,16.4182,-0.388537734746933,reduces risk
86848,1,length_m,11.4266,-1.367027997970581,reduces risk
86848,2,material,CI,0.3587422546952439,raises risk
86848,3,age_years,74.0029,-0.331034392118454,reduces risk
4960,1,material,CI,0.42009224124558386,raises risk
4960,2,age_years,74.0029,-0.25694191455841064,reduces risk
4960,3,past_break_count,0,-0.09808818250894547,reduces risk
86852,1,age_years,61.0006,0.8212087750434875,raises risk
86852,2,length_m,17.5722,-0.21918004751205444,reduces risk
86852,3,material,DI,0.21148231747793034,raises risk
36980,1,age_years,61.0006,0.7701585292816162,raises risk
36980,2,past_break_count,1,0.4479323625564575,raises risk
36980,3,material,DI,0.238653344764316,raises risk
86854,1,age_years,54.0025,0.4406518340110779,raises risk
86854,2,length_m,7.3155,-0.20566622912883759,reduces risk
86854,3,material,DI,-0.09952614364374313,reduces risk
86856,1,age_years,54.0025,0.5962573289871216,raises risk
86856,2,length_m,161.388,0.5395693778991699,raises risk
86856,3,pipe_size,150,0.08942122757434845,raises risk
16060,1,age_years,54.0025,0.5734944343566895,raises risk
16060,2,length_m,186.251,0.08996856212615967,raises risk
16060,3,pipe_size,150,0.08212138712406158,raises risk
86858,1,length_m,8.52845,-0.9846552014350891,reduces risk
86858,2,age_years,54.0025,0.37182968854904175,raises risk
86858,3,past_break_count,0,-0.09789752960205078,reduces risk
11990,1,length_m,94.672,0.6173855066299438,raises risk
11990,2,material,CI,0.4469152093406592,raises risk
11990,3,age_years,68.0014,0.15259942412376404,raises risk
86862,1,length_m,9.12697,-1.6249070167541504,reduces risk
86862,2,age_years,57.3345,0.707197904586792,raises risk
86862,3,pressure_zone,KIT 5,-0.3546377777965972,reduces risk
86864,1,past_break_count,4,1.037400722503662,raises risk
86864,2,age_years,57.3345,0.710638165473938,raises risk
86864,3,years_since_last_break,0.839503,-0.33440327271819115,reduces risk
25480,1,age_years,57.3345,1.1399128437042236,raises risk
25480,2,length_m,313.681,0.9581408500671387,raises risk
25480,3,pressure_zone,KIT 5,0.14918411579856183,raises risk
86866,1,length_m,3.30028,-1.9393937587738037,reduces risk
86866,2,age_years,57.3345,0.8275860548019409,raises risk
86866,3,pressure_zone,KIT 5,-0.3942262980999658,reduces risk
3950,1,material,CI,0.3882055299363856,raises risk
3950,2,age_years,73.0008,-0.1349097639322281,reduces risk
3950,3,past_break_count,0,-0.06639924645423889,reduces risk
86870,1,length_m,4.39979,-1.7502342462539673,reduces risk
86870,2,material,AC,-0.2707812468688644,reduces risk
86870,3,age_years,50.5883,-0.0954093486070633,reduces risk
66420,1,length_m,205.247,0.7594335675239563,raises risk
66420,2,age_years,50.5883,0.09435368329286575,raises risk
66420,3,pipe_size,150,0.09053964912891388,raises risk
86872,1,age_years,18.5877,-0.8390507698059082,reduces risk
86872,2,length_m,5.60034,0.42868945002555847,raises risk
86872,3,pipe_size,450,-0.25143003463745117,reduces risk
68713,1,age_years,18.5877,-0.6767827272415161,reduces risk
68713,2,pipe_size,450,-0.38779932260513306,reduces risk
68713,3,material,PVC,-0.3059073674630781,reduces risk
86874,1,length_m,2.2746,-1.382527470588684,reduces risk
86874,2,pipe_size,450,-0.43796631693840027,reduces risk
86874,3,past_break_count,0,-0.07811335474252701,reduces risk
9780,1,pipe_size,450,-0.9201149940490723,reduces risk
9780,2,length_m,16.0021,-0.43228334188461304,reduces risk
9780,3,age_years,56.5871,0.3587406873703003,raises risk
86876,1,age_years,15.4254,-0.9156181812286377,reduces risk
86876,2,material,PVC,-0.5410848566134518,reduces risk
86876,3,length_m,5.46977,-0.4682021141052246,reduces risk
11740,1,length_m,152.702,0.17689834535121918,raises risk
11740,2,past_break_count,0,-0.10579341650009155,reduces risk
11740,3,pipe_size,300,-0.05231420323252678,reduces risk
86878,1,length_m,2.02551,-1.2865253686904907,reduces risk
86878,2,age_years,41.5039,0.08343015611171722,raises risk
86878,3,past_break_count,0,-0.07847851514816284,reduces risk
28210,1,material,CI,0.4470484935918648,raises risk
28210,2,age_years,74.0029,-0.13550226390361786,reduces risk
28210,3,length_m,85.3582,-0.11399669200181961,reduces risk
86884,1,age_years,19.587,-0.8344435095787048,reduces risk
86884,2,material,PVC,-0.49193467145596514,reduces risk
86884,3,pressure_zone,KIT 6,-0.22840053771506064,reduces risk
86886,1,length_m,11.1005,-1.2245049476623535,reduces risk
86886,2,age_years,19.587,-0.9118926525115967,reduces risk
86886,3,pressure_zone,KIT 6,-0.32638979351031594,reduces risk
74160,1,age_years,19.587,-0.8471448421478271,reduces risk
74160,2,material,PVC,-0.47507477532417397,reduces risk
74160,3,length_m,171.836,0.14813019335269928,raises risk
63720,1,length_m,25.4803,-1.0687308311462402,reduces risk
63720,2,age_years,31.5872,-0.6239902377128601,reduces risk
63720,3,pipe_size,300,-0.19121132791042328,reduces risk
5200,1,pipe_size,150,0.06529351323843002,raises risk
5200,2,material,DI,-0.05784126033177017,reduces risk
5200,3,years_since_last_break,missing,0.05676300940103829,raises risk
62990,1,material,PVC,-0.49609808060267824,reduces risk
62990,2,age_years,26.5878,-0.3803945481777191,reduces risk
62990,3,length_m,136.228,-0.15549829602241516,reduces risk
86888,1,material,PVC,-0.5283355885876517,reduces risk
86888,2,age_years,26.5878,-0.32950130105018616,reduces risk
86888,3,length_m,87.0472,0.23825699090957642,raises risk
86890,1,length_m,7.49647,-1.3918837308883667,reduces risk
86890,2,material,PVC,-0.27763497222258593,reduces risk
86890,3,age_years,26.5878,-0.22879061102867126,reduces risk
86892,1,length_m,15.0264,-0.4384320378303528,reduces risk
86892,2,age_years,35.0014,-0.16534245014190674,reduces risk
86892,3,years_since_last_break,missing,0.08379890536889434,raises risk
86894,1,length_m,12.4504,-0.79104083776474,reduces risk
86894,2,years_since_last_break,missing,0.0841404921375215,raises risk
86894,3,material,DI,-0.07292202842290862,reduces risk
25530,1,length_m,249.042,0.3946646749973297,raises risk
25530,2,material,DI,-0.0921059839274676,reduces risk
25530,3,past_break_count,0,-0.05817674472928047,reduces risk
65790,1,material,PVC,-0.43681822805592674,reduces risk
65790,2,length_m,144.282,0.2976687550544739,raises risk
65790,3,age_years,22.5877,-0.2782318592071533,reduces risk
44230,1,pipe_size,300,-0.4477764666080475,reduces risk
44230,2,length_m,73.2316,0.17353303730487823,raises risk
44230,3,past_break_count,0,-0.0796888917684555,reduces risk
86896,1,length_m,9.96266,-1.254878282546997,reduces risk
86896,2,pressure_zone,KIT 6,-0.29309402193757705,reduces risk
86896,3,pipe_size,300,-0.2042713761329651,reduces risk
3170,1,age_years,51.0017,0.5005719661712646,raises risk
3170,2,length_m,30.2685,-0.4522559344768524,reduces risk
3170,3,pipe_size,300,-0.4347933530807495,reduces risk
86898,1,length_m,7.62245,-1.5034046173095703,reduces risk
86898,2,age_years,51.0017,0.3025367856025696,raises risk
86898,3,pipe_size,300,-0.2824990749359131,reduces risk
41650,1,age_years,51.0017,0.3989402949810028,raises risk
41650,2,pipe_size,200,0.26129159331321716,raises risk
41650,3,length_m,85.2252,-0.15642717480659485,reduces risk
86902,1,length_m,9.06406,-1.0046015977859497,reduces risk
86902,2,past_break_count,1,0.3330467641353607,raises risk
86902,3,material,CI,0.3039970326826733,raises risk
18690,1,years_since_last_break,26.9602,-1.6419597491621971,reduces risk
18690,2,age_years,66.0027,-0.40890729427337646,reduces risk
18690,3,material,CI,0.33652114490178064,raises risk
65730,1,age_years,25.5857,-0.594495952129364,reduces risk
65730,2,length_m,29.1858,-0.45498210191726685,reduces risk
65730,3,material,PVC,-0.415393821469479,reduces risk
80284,1,material,PVC,-0.5816954892470676,reduces risk
80284,2,age_years,14.2837,-0.5286809206008911,reduces risk
80284,3,length_m,128.151,-0.45745280385017395,reduces risk
80286,1,material,PVC,-0.6008630159740278,reduces risk
80286,2,age_years,14.2837,-0.4822247326374054,reduces risk
80286,3,pressure_zone,KIT 4,0.11027718047989765,raises risk
80316,1,length_m,220.616,0.6229501962661743,raises risk
80316,2,age_years,13.4212,-0.5644785761833191,reduces risk
80316,3,material,PVCO,-0.5512456523902074,reduces risk
80318,1,length_m,199.894,0.6761330962181091,raises risk
80318,2,material,PVCO,-0.517771431030269,reduces risk
80318,3,age_years,13.4212,-0.4958898425102234,reduces risk
78122,1,length_m,5.08081,-1.2268072366714478,reduces risk
78122,2,age_years,13.4212,-0.7090550065040588,reduces risk
78122,3,material,PVCO,-0.17247721937383176,reduces risk
80334,1,age_years,12.5314,-1.003720998764038,reduces risk
80334,2,material,PVCO,-0.4920389609360427,reduces risk
80334,3,length_m,113.676,0.2387782484292984,raises risk
80336,1,age_years,12.5314,-0.7888076305389404,reduces risk
80336,2,length_m,69.5716,-0.5984205603599548,reduces risk
80336,3,material,PVCO,-0.42485816510452423,reduces risk
79916,1,length_m,16.7754,-0.6855002045631409,reduces risk
79916,2,pressure_zone,BRIDGEPORT,-0.47898542930488475,reduces risk
79916,3,material,CI,0.35681953631865326,raises risk
80338,1,length_m,10.8006,-0.7687714099884033,reduces risk
80338,2,age_years,12.5314,-0.7672810554504395,reduces risk
80338,3,material,PVCO,-0.14062733686660067,reduces risk
80340,1,age_years,12.5314,-0.9110981822013855,reduces risk
80340,2,material,PVCO,-0.35858860679218196,reduces risk
80340,3,past_break_count,0,-0.06972511112689972,reduces risk
80342,1,age_years,12.5314,-0.8821490406990051,reduces risk
80342,2,material,PVCO,-0.3640632011847629,reduces risk
80342,3,length_m,27.2312,-0.31040799617767334,reduces risk
80380,1,age_years,12.5314,-0.755221426486969,reduces risk
80380,2,length_m,5.42159,-0.5405113697052002,reduces risk
80380,3,material,PVCO,-0.14386578055928112,reduces risk
81612,1,age_years,10.9872,-1.2485105991363525,reduces risk
81612,2,pressure_zone,KIT 2W,-0.7147453019024397,reduces risk
81612,3,material,PVC,-0.6479561581036251,reduces risk
86904,1,length_m,11.0676,-1.2627291679382324,reduces risk
86904,2,pressure_zone,KIT 6,-0.06791776773025049,reduces risk
86904,3,past_break_count,0,-0.061362627893686295,reduces risk
10190,1,length_m,183.322,0.4091995358467102,raises risk
10190,2,pressure_zone,KIT 6,0.23265362479287433,raises risk
10190,3,pipe_size,150,0.11356527358293533,raises risk
16140,1,material,PVC,-0.6907210172030318,reduces risk
16140,2,past_break_count,1,0.4896920621395111,raises risk
16140,3,age_years,49.1673,0.32585278153419495,raises risk
86906,1,length_m,13.1645,-0.5262896418571472,reduces risk
86906,2,material,PVC,-0.362466229700658,reduces risk
86906,3,age_years,49.1673,0.2986914813518524,raises risk
86908,1,length_m,10.919,-1.146005630493164,reduces risk
86908,2,age_years,55.0018,0.4014813303947449,raises risk
86908,3,pipe_size,200,0.16835571825504303,raises risk
27360,1,age_years,55.0018,0.7044464945793152,raises risk
27360,2,length_m,73.8285,0.5475097894668579,raises risk
27360,3,pipe_size,200,0.3080216646194458,raises risk
86910,1,length_m,4.85725,-1.6871806383132935,reduces risk
86910,2,age_years,22.9574,-0.42481401562690735,reduces risk
86910,3,material,PVC,-0.3245981683539867,reduces risk
69300,1,material,PVC,-0.46311780229370925,reduces risk
69300,2,length_m,83.4277,-0.4354715943336487,reduces risk
69300,3,age_years,22.5877,-0.2775062620639801,reduces risk
86912,1,length_m,5.18894,-1.6862818002700806,reduces risk
86912,2,age_years,22.5877,-0.42481401562690735,reduces risk
86912,3,material,PVC,-0.3245981683539867,reduces risk
20620,1,past_break_count,6,1.1184941530227661,raises risk
20620,2,length_m,201.443,0.5610267519950867,raises risk
20620,3,material,CI,0.3041543015060597,raises risk
86914,1,length_m,5.41913,-0.7776999473571777,reduces risk
86914,2,pressure_zone,KIT 4,-0.11410403865011176,reduces risk
86914,3,material,DI,-0.10507351110209129,reduces risk
86916,1,length_m,1.1445,-2.2577009201049805,reduces risk
86916,2,age_years,37.586,-0.3647496700286865,reduces risk
86916,3,material,DI,-0.13900703201579745,reduces risk
21290,1,age_years,37.586,-0.12337274849414825,reduces risk
21290,2,length_m,137.55,0.0750618577003479,raises risk
21290,3,material,DI,-0.06648015486643999,reduces risk
86918,1,length_m,15.6125,-0.4330020248889923,reduces risk
86918,2,age_years,37.586,-0.262471079826355,reduces risk
86918,3,years_since_last_break,missing,0.08655955409631133,raises risk
86920,1,length_m,5.82408,-1.4473114013671875,reduces risk
86920,2,pressure_zone,KIT 2E,-0.6195950721848931,reduces risk
86920,3,age_years,47.0016,-0.13644129037857056,reduces risk
86922,1,length_m,139.349,0.3800699710845947,raises risk
86922,2,pressure_zone,KIT 2E,-0.2979178949717607,reduces risk
86922,3,past_break_count,0,-0.08025621622800827,reduces risk
86924,1,length_m,7.74448,-1.4578272104263306,reduces risk
86924,2,pressure_zone,KIT 2E,-0.644011374515685,reduces risk
86924,3,past_break_count,0,-0.08122813701629639,reduces risk
28920,1,pressure_zone,KIT 2E,-0.6547008355373691,reduces risk
28920,2,length_m,213.562,0.2539959251880646,raises risk
28920,3,past_break_count,0,-0.07607827335596085,reduces risk
54830,1,material,PVC,-0.4237481030031631,reduces risk
54830,2,length_m,132.118,-0.3480689227581024,reduces risk
54830,3,age_years,31.0013,-0.22961406409740448,reduces risk
86926,1,length_m,4.58207,-1.4188144207000732,reduces risk
86926,2,age_years,31.0013,-0.324735164642334,reduces risk
86926,3,pipe_size,300,-0.2038578987121582,reduces risk
86928,1,length_m,12.5116,-0.6350873112678528,reduces risk
86928,2,material,CI,0.3305431699518522,raises risk
86928,3,age_years,59.0019,0.1943003237247467,raises risk
86930,1,length_m,11.8761,-0.513539731502533,reduces risk
86930,2,material,CI,0.2851718512501975,raises risk
86930,3,age_years,59.0019,0.0875348299741745,raises risk
1430,1,past_break_count,4,0.8628904819488525,raises risk
1430,2,length_m,314.571,0.6113054156303406,raises risk
1430,3,age_years,59.0019,0.5794146656990051,raises risk
69493,1,material,PVC,-0.42143319031674764,reduces risk
69493,2,length_m,78.2679,0.30557671189308167,raises risk
69493,3,age_years,18.5877,-0.23610422015190125,reduces risk
20330,1,years_since_last_break,27.3188,-0.8486268501728773,reduces risk
20330,2,past_break_count,2,0.7216477394104004,raises risk
20330,3,age_years,56.5049,0.603451132774353,raises risk
