asset_id,as_of_date,age_years,material,pipe_size,length_m,pressure_zone,past_break_count,breaks_last_3y,years_since_last_break,had_prior_break,break_next_12m,split
37700,2017-01-01T00:00:00,39.0014853146,DI,150,243.243619734,KIT 4,0,0,,0,0,train
37720,2017-01-01T00:00:00,39.0014853146,DI,200,258.875970038,KIT 4,0,0,,0,0,train
37740,2017-01-01T00:00:00,39.0014853146,DI,300,89.7890768272,KIT 4,0,0,,0,0,train
37780,2017-01-01T00:00:00,30.0019849826,DI,300,66.0777989516,KIT 4,0,0,,0,0,train
37790,2017-01-01T00:00:00,30.0019849826,DI,300,122.547041989,KIT 4,0,0,,0,0,train
37800,2017-01-01T00:00:00,38.002149257,DI,150,146.893976701,KIT 6,0,0,,0,0,train
37810,2017-01-01T00:00:00,53.0031417483,CI,150,291.823706959,KIT 5,4,1,0.216294653552,1,0,train
37820,2017-01-01T00:00:00,49.0030596111,DI,150,101.528029166,KIT 4,0,0,,0,0,train
37830,2017-01-01T00:00:00,47.5875616885,DI,300,7.36317887886,KIT 2W,0,0,,0,0,train
37840,2017-01-01T00:00:00,38.002149257,DI,150,300.394604287,KIT 6,0,0,,0,0,train
37850,2017-01-01T00:00:00,26.0019028454,DI,150,196.031155005,KIT 4,0,0,,0,0,train
37860,2017-01-01T00:00:00,31.0013210401,DI,150,220.223109842,KIT 2E,0,0,,0,0,train
38030,2017-01-01T00:00:00,25.0025667878,DI,150,117.568902857,KIT 6,0,0,,0,0,train
38040,2017-01-01T00:00:00,59.0018960006,CI,150,87.8002475273,KIT 4,2,0,5.06512796293,1,0,train
38050,2017-01-01T00:00:00,59.0018960006,CI,150,285.401311407,KIT 4,0,0,,0,0,train
38060,2017-01-01T00:00:00,42.0022313942,DI,150,242.586607235,KIT 5,0,0,,0,0,train
38070,2017-01-01T00:00:00,42.0022313942,DI,150,153.959009317,KIT 5,0,0,,0,0,train
38080,2017-01-01T00:00:00,42.0022313942,DI,150,73.8298059723,KIT 5,0,0,,0,0,train
38090,2017-01-01T00:00:00,39.0014853146,DI,150,55.7360198183,KIT 6,0,0,,0,0,train
3810,2017-01-01T00:00:00,91.0025530983,CI,150,15.0878210054,KIT 4,0,0,,0,0,train
38100,2017-01-01T00:00:00,6.21778681287,DI,150,189.710168861,KIT 6,0,0,,0,0,train
38110,2017-01-01T00:00:00,39.0014853146,DI,200,81.1088877527,KIT 6,0,0,,0,0,train
38120,2017-01-01T00:00:00,48.0009856465,DI,200,233.927348766,KIT 4,1,1,2.99800817265,1,0,train
38130,2017-01-01T00:00:00,50.0023956686,DI,200,56.8458028644,KIT 4,0,0,,0,0,train
38140,2017-01-01T00:00:00,50.0023956686,DI,200,231.000461909,KIT 4,2,2,2.09997467436,1,0,train
38150,2017-01-01T00:00:00,50.0023956686,DI,200,137.648706201,KIT 4,0,0,,0,0,train
38160,2017-01-01T00:00:00,50.0023956686,DI,200,76.6482432803,KIT 4,0,0,,0,0,train
38170,2017-01-01T00:00:00,52.0010677837,DI,150,132.434399635,KIT 4,0,0,,0,0,train
38180,2017-01-01T00:00:00,56.0011499209,CI,150,67.1376714362,KIT 4,0,0,,0,0,train
3820,2017-01-01T00:00:00,67.5879723745,CI,150,184.846138934,KIT 4,0,0,,0,0,train
38200,2017-01-01T00:00:00,28.0005749605,DI,300,73.1409611605,KIT 6,0,0,,0,0,train
38210,2017-01-01T00:00:00,27.0012389029,DI,300,99.803090983,KIT 4,0,0,,0,0,train
38220,2017-01-01T00:00:00,27.0012389029,DI,300,74.8795702661,KIT 4,0,0,,0,0,train
38230,2017-01-01T00:00:00,27.0012389029,DI,300,68.1762291095,KIT 4,0,0,,0,0,train
38240,2017-01-01T00:00:00,27.0012389029,DI,300,93.2119344543,KIT 4,0,0,,0,0,train
38250,2017-01-01T00:00:00,27.0012389029,DI,300,147.178463243,KIT 4,0,0,,0,0,train
38260,2017-01-01T00:00:00,44.0009035093,DI,300,117.477872677,KIT 4,0,0,,0,0,train
38270,2017-01-01T00:00:00,44.0009035093,DI,300,169.12023919,KIT 4,1,0,17.4295160065,1,0,train
38280,2017-01-01T00:00:00,45.0029774739,DI,300,203.540491681,KIT 4,0,0,,0,0,train
38290,2017-01-01T00:00:00,45.0029774739,DI,300,138.025264668,KIT 4,0,0,,0,0,train
38310,2017-01-01T00:00:00,45.0029774739,DI,300,207.318458587,KIT 4,0,0,,0,0,train
38320,2017-01-01T00:00:00,45.0029774739,DI,300,149.473935539,KIT 4,0,0,,0,0,train
38330,2017-01-01T00:00:00,45.0029774739,DI,300,123.990635305,KIT 4,0,0,,0,0,train
38340,2017-01-01T00:00:00,45.0029774739,DI,300,139.10996737,KIT 4,0,0,,0,0,train
38360,2017-01-01T00:00:00,44.0009035093,DI,300,208.894113937,KIT 4,0,0,,0,0,train
38380,2017-01-01T00:00:00,19.5048495178,PVC,150,13.3067496526,KIT 4,0,0,,0,0,train
38390,2017-01-01T00:00:00,28.0005749605,DI,300,81.895608759,KIT 6,0,0,,0,0,train
38400,2017-01-01T00:00:00,28.0005749605,DI,300,175.194736705,KIT 6,0,0,,0,0,train
38410,2017-01-01T00:00:00,26.0019028454,DI,300,166.433926451,KIT 2E,0,0,,0,0,train
38420,2017-01-01T00:00:00,39.0014853146,DI,300,76.74014785,KIT 4,0,0,,0,0,train
38450,2017-01-01T00:00:00,39.0014853146,DI,300,186.766513752,KIT 4,0,0,,0,0,train
38460,2017-01-01T00:00:00,39.0014853146,DI,300,68.2703888944,KIT 4,0,0,,0,0,train
38480,2017-01-01T00:00:00,41.0028953367,DI,150,260.671528395,KIT 5,0,0,,0,0,train
38490,2017-01-01T00:00:00,51.0017317262,CI,150,188.660653009,KIT 4,3,0,6.06172611347,1,0,train
38500,2017-01-01T00:00:00,51.0017317262,CI,150,113.954841589,KIT 4,0,0,,0,0,train
38510,2017-01-01T00:00:00,51.0017317262,DI,150,58.6166820667,KIT 4,1,0,3.05276631279,1,0,train
38520,2017-01-01T00:00:00,60.0012320582,CI,150,252.367048483,KIT 4,1,1,0.876130242236,1,0,train
38530,2017-01-01T00:00:00,30.5878970821,DI,150,81.5234447438,KIT 4,0,0,,0,0,train
38540,2017-01-01T00:00:00,45.0029774739,DI,150,230.017356213,KIT 2E,0,0,,0,0,train
38550,2017-01-01T00:00:00,63.0019781378,CI,150,122.356315936,KIT 4,4,1,2.94598793952,1,0,train
38560,2017-01-01T00:00:00,63.0019781378,CI,150,110.56975942,KIT 4,5,0,6.02339541537,1,0,train
38570,2017-01-01T00:00:00,89.0038809832,CI,150,257.680467176,KIT 4,0,0,,0,0,train
38580,2017-01-01T00:00:00,89.0038809832,CI,150,272.500004165,KIT 4,0,0,,0,0,train
38590,2017-01-01T00:00:00,89.0038809832,CI,150,107.337138282,KIT 4,0,0,,0,0,train
38600,2017-01-01T00:00:00,89.0038809832,CI,150,107.211009169,KIT 4,0,0,,0,0,train
38610,2017-01-01T00:00:00,89.0038809832,CI,150,81.3616382976,KIT 4,0,0,,0,0,train
38620,2017-01-01T00:00:00,89.0038809832,CI,150,86.5564337123,KIT 4,0,0,,0,0,train
38630,2017-01-01T00:00:00,92.0018891558,CI,150,12.3532401721,KIT 4,0,0,,0,0,train
38640,2017-01-01T00:00:00,92.0018891558,CI,150,54.5401390898,KIT 4,0,0,,0,0,train
38650,2017-01-01T00:00:00,92.0018891558,CI,150,60.3186013214,KIT 4,0,0,,0,0,train
38660,2017-01-01T00:00:00,92.0018891558,CI,150,64.436700042,KIT 4,0,0,,0,0,train
3870,2017-01-01T00:00:00,38.4210490291,DI,300,72.8732069222,KIT 4,0,0,,0,0,train
38710,2017-01-01T00:00:00,65.0033881599,CI,150,160.660232689,KIT 4,0,0,,0,0,train
38720,2017-01-01T00:00:00,65.0033881599,CI,150,40.6772891188,KIT 4,0,0,,0,0,train
38730,2017-01-01T00:00:00,65.0033881599,CI,150,98.2218368518,KIT 4,0,0,,0,0,train
38740,2017-01-01T00:00:00,65.0033881599,CI,150,288.093855552,KIT 4,0,0,,0,0,train
38760,2017-01-01T00:00:00,65.0033881599,CI,150,69.6517422081,KIT 4,0,0,,0,0,train
38770,2017-01-01T00:00:00,67.002060275,CI,150,131.325500833,KIT 4,0,0,,0,0,train
38780,2017-01-01T00:00:00,69.0034702971,CI,200,103.468203296,KIT 4,1,1,0.56400884344,1,0,train
38790,2017-01-01T00:00:00,69.0034702971,CI,200,102.340027249,KIT 4,0,0,,0,0,train
3880,2017-01-01T00:00:00,92.0018891558,CI,150,66.3395226455,KIT 4,3,0,6.20683518484,1,0,train
38820,2017-01-01T00:00:00,26.5878149449,DI,450,14.7141693889,KIT 6,0,0,,0,0,train
38830,2017-01-01T00:00:00,26.5878149449,DI,450,41.0124355365,KIT 6,0,0,,0,0,train
38840,2017-01-01T00:00:00,26.5878149449,DI,450,10.1614926013,KIT 5,0,0,,0,0,train
38850,2017-01-01T00:00:00,43.0015674518,CI,150,376.093027121,KIT 5,4,0,9.79896917801,1,0,train
38860,2017-01-01T00:00:00,43.0015674518,CI,150,228.281453611,KIT 5,1,0,12.9639896781,1,1,train
38870,2017-01-01T00:00:00,43.0015674518,DI,150,70.9790533817,KIT 5,0,0,,0,0,train
38880,2017-01-01T00:00:00,46.0023135314,DI,200,347.109556429,KIT 2W,0,0,,0,0,train
38890,2017-01-01T00:00:00,46.0023135314,DI,200,16.3322413905,KIT 2W,0,0,,0,1,train
38900,2017-01-01T00:00:00,46.0023135314,DI,200,117.257325483,KIT 2W,0,0,,0,0,train
38910,2017-01-01T00:00:00,46.0023135314,DI,200,104.989487792,KIT 2W,0,0,,0,0,train
38920,2017-01-01T00:00:00,46.0023135314,DI,200,226.854865359,KIT 2W,0,0,,0,0,train
38930,2017-01-01T00:00:00,46.0023135314,DI,150,90.5742370583,KIT 2W,0,0,,0,0,train
38940,2017-01-01T00:00:00,39.0014853146,DI,150,226.825845553,KIT 4,0,0,,0,0,train
38970,2017-01-01T00:00:00,45.9940998104,CI,150,146.829114427,KIT 5,3,2,0.952791638432,1,0,train
38980,2017-01-01T00:00:00,45.9940998104,CI,150,65.715514313,KIT 5,2,0,4.95013586864,1,0,train
38990,2017-01-01T00:00:00,63.0019781378,CI,150,32.4444028751,KIT 2W,0,0,,0,0,train
39010,2017-01-01T00:00:00,58.0025599431,CI,200,124.467659746,KIT 4,1,0,18.9901230005,1,0,train
39020,2017-01-01T00:00:00,58.0025599431,CI,200,124.973104715,KIT 4,0,0,,0,0,train
39090,2017-01-01T00:00:00,56.0011499209,CI,200,128.102433192,KIT 4,2,0,4.00282004422,1,0,train
39100,2017-01-01T00:00:00,56.0011499209,CI,200,53.6244575597,KIT 4,0,0,,0,0,train
39120,2017-01-01T00:00:00,30.0019849826,DI,150,35.5541632021,KIT 4,0,0,,0,0,train
39130,2017-01-01T00:00:00,30.0019849826,DI,150,128.287990084,KIT 4,0,0,,0,0,train
39140,2017-01-01T00:00:00,30.0019849826,DI,150,58.1818477352,KIT 4,0,0,,0,0,train
39150,2017-01-01T00:00:00,29.002648925,DI,150,66.4524023044,KIT 4,0,0,,0,0,train
39160,2017-01-01T00:00:00,29.002648925,DI,150,40.3543024156,KIT 4,0,0,,0,0,train
3920,2017-01-01T00:00:00,42.0022313942,DI,150,67.0740846607,KIT 4,0,0,,0,0,train
39200,2017-01-01T00:00:00,23.5870688652,DI,300,54.8998210856,KIT 4,0,0,,0,0,train
39210,2017-01-01T00:00:00,27.6720261196,DI,300,302.945372194,KIT 4,0,0,,0,0,train
39220,2017-01-01T00:00:00,39.0014853146,DI,300,296.161159304,KIT 4,0,0,,0,0,train
39230,2017-01-01T00:00:00,39.0014853146,DI,300,1.63683420351,KIT 4,0,0,,0,0,train
3930,2017-01-01T00:00:00,43.0015674518,CI,150,185.805152791,KIT 5,0,0,,0,0,train
39330,2017-01-01T00:00:00,48.0009856465,DI,300,134.81996536,KIT 4,0,0,,0,0,train
39340,2017-01-01T00:00:00,41.0028953367,DI,600,301.744608344,KIT 4,0,0,,0,0,train
39350,2017-01-01T00:00:00,41.0028953367,DI,200,116.841387748,KIT 4,0,0,,0,0,train
39360,2017-01-01T00:00:00,48.0009856465,DI,300,103.971493101,KIT 4,1,0,3.13764143001,1,0,train
39370,2017-01-01T00:00:00,41.0028953367,DI,200,136.235175491,KIT 4,0,0,,0,0,train
39380,2017-01-01T00:00:00,41.0028953367,DI,200,239.951066711,KIT 4,0,0,,0,0,train
39390,2017-01-01T00:00:00,41.0028953367,DI,300,260.589103073,KIT 4,0,0,,0,0,train
3940,2017-01-01T00:00:00,31.5872331396,DI,150,230.336456651,KIT 4,0,0,,0,0,train
39400,2017-01-01T00:00:00,40.0008213721,DI,600,265.072059777,KIT 4,0,0,,0,0,train
39410,2017-01-01T00:00:00,41.0028953367,DI,300,1.40764587089,KIT 4,0,0,,0,0,train
39430,2017-01-01T00:00:00,36.0007392349,DI,300,86.9103085734,KIT 4,0,0,,0,0,train
39440,2017-01-01T00:00:00,36.0007392349,DI,300,84.5831162615,KIT 4,0,0,,0,0,train
39450,2017-01-01T00:00:00,36.0007392349,DI,300,75.5702850865,KIT 4,0,0,,0,0,train
39460,2017-01-01T00:00:00,36.0007392349,DI,300,79.2436584009,KIT 4,0,0,,0,0,train
39470,2017-01-01T00:00:00,36.0007392349,DI,300,80.2516673902,KIT 4,0,0,,0,0,train
39480,2017-01-01T00:00:00,36.0007392349,DI,300,17.9614096791,KIT 4,0,0,,0,0,train
3950,2017-01-01T00:00:00,64.0013141954,CI,150,210.424715624,KIT 4,0,0,,0,0,train
39500,2017-01-01T00:00:00,66.0027242175,CI,150,150.893072388,KIT 4,0,0,,0,0,train
39510,2017-01-01T00:00:00,40.0008213721,DI,600,278.582933716,KIT 4,0,0,,0,0,train
39540,2017-01-01T00:00:00,39.0014853146,DI,600,81.1948815842,KIT 4,0,0,,0,0,train
39550,2017-01-01T00:00:00,64.0013141954,CI,200,35.0211242361,KIT 4,0,0,,0,0,train
39560,2017-01-01T00:00:00,63.4208779099,CI,200,324.070779891,KIT 4,0,0,,0,0,train
39570,2017-01-01T00:00:00,39.0014853146,DI,300,9.17363333592,KIT 4,0,0,,0,0,train
39590,2017-01-01T00:00:00,60.0012320582,CI,200,203.515546369,KIT 4,0,0,,0,0,train
3960,2017-01-01T00:00:00,52.0010677837,CI,150,86.7215073448,KIT 4,1,0,11.8031171071,1,0,train
39600,2017-01-01T00:00:00,54.0024778058,CI,200,245.878166098,KIT 4,3,1,2.96241538156,1,0,train
39620,2017-01-01T00:00:00,47.001649589,DI,300,280.980691135,KIT 4,0,0,,0,0,train
39640,2017-01-01T00:00:00,39.0014853146,DI,600,141.150774392,KIT 4,0,0,,0,0,train
39650,2017-01-01T00:00:00,39.0014853146,DI,600,220.071222625,KIT 4,0,0,,0,0,train
39660,2017-01-01T00:00:00,39.0014853146,DI,600,156.742798266,KIT 4,0,0,,0,0,train
39670,2017-01-01T00:00:00,39.0014853146,DI,600,128.018715059,KIT 4,0,0,,0,0,train
39680,2017-01-01T00:00:00,47.001649589,DI,300,244.700356833,KIT 4,0,0,,0,0,train
39690,2017-01-01T00:00:00,47.001649589,DI,300,2.59672153253,KIT 4,0,0,,0,0,train
3970,2017-01-01T00:00:00,52.0010677837,DI,150,133.513107361,KIT 4,0,0,,0,0,train
39700,2017-01-01T00:00:00,39.0014853146,DI,300,347.114661718,KIT 4,1,0,6.61204542188,1,0,train
39710,2017-01-01T00:00:00,39.0014853146,DI,300,215.029258592,KIT 4,1,0,6.19588355681,1,0,train
39770,2017-01-01T00:00:00,30.16899731,DI,300,463.868871768,KIT 6,0,0,,0,0,train
39780,2017-01-01T00:00:00,29.002648925,DI,300,500.470982297,KIT 5,0,0,,0,0,train
39790,2017-01-01T00:00:00,39.587397414,DI,300,330.056027489,KIT 5,0,0,,0,0,train
3980,2017-01-01T00:00:00,52.0010677837,DI,150,76.0036485033,KIT 4,0,0,,0,0,train
39800,2017-01-01T00:00:00,40.0008213721,DI,600,369.54250432,KIT 4,0,0,,0,0,train
39810,2017-01-01T00:00:00,40.0008213721,DI,300,182.755663093,KIT 5,0,0,,0,0,train
39820,2017-01-01T00:00:00,49.0030596111,DI,300,22.5053074474,KIT 4,0,0,,0,0,train
39830,2017-01-01T00:00:00,45.9694586473,DI,300,20.3176833818,KIT 4,0,0,,0,0,train
39850,2017-01-01T00:00:00,45.9694586473,DI,300,199.280596789,KIT 4,0,0,,0,0,train
39860,2017-01-01T00:00:00,70.0028063547,CI,150,104.384915276,KIT 4,1,1,2.86658863632,1,0,train
3990,2017-01-01T00:00:00,52.0010677837,CI,150,178.057416534,KIT 4,7,0,10.568321047,1,0,train
4000,2017-01-01T00:00:00,51.4206314983,CI,150,59.2796706262,KIT 4,2,0,16.2357885514,1,0,train
40070,2017-01-01T00:00:00,45.9694586473,DI,200,99.2314156283,KIT 4,0,0,,0,0,train
40080,2017-01-01T00:00:00,45.9694586473,DI,200,154.621527608,KIT 4,0,0,,0,0,train
40090,2017-01-01T00:00:00,45.9694586473,DI,150,144.279216328,KIT 4,0,0,,0,0,train
4010,2017-01-01T00:00:00,52.0010677837,CI,150,62.8243783009,KIT 4,3,0,6.05351239245,1,0,train
40110,2017-01-01T00:00:00,50.0023956686,DI,150,109.482960171,KIT 4,0,0,,0,0,train
40120,2017-01-01T00:00:00,50.0023956686,DI,150,88.5909111495,KIT 4,0,0,,0,0,train
40130,2017-01-01T00:00:00,50.0023956686,DI,150,107.579941291,KIT 4,1,0,4.92001889156,1,0,train
40140,2017-01-01T00:00:00,55.0018138634,CI,150,347.629470084,KIT 4,4,1,1.08147326776,1,1,train
40150,2017-01-01T00:00:00,55.0018138634,CI,150,356.46757934,KIT 4,9,3,2.06438188327,1,0,train
40160,2017-01-01T00:00:00,60.0012320582,CI,150,224.831903347,KIT 4,1,0,12.0139359467,1,0,train
40170,2017-01-01T00:00:00,60.0012320582,CI,150,72.6854063856,KIT 4,1,1,0.993860243537,1,0,train
40190,2017-01-01T00:00:00,41.0028953367,DI,150,276.564683829,KIT 2W,0,0,,0,0,train
4020,2017-01-01T00:00:00,52.0010677837,DI,150,155.355350692,KIT 4,0,0,,0,0,train
40220,2017-01-01T00:00:00,54.0024778058,CI,150,118.957632784,KIT 4,0,0,,0,0,train
40230,2017-01-01T00:00:00,39.0014853146,DI,300,19.5227327631,KIT 4,0,0,,0,0,train
40240,2017-01-01T00:00:00,39.587397414,DI,450,239.871074906,KIT 4,0,0,,0,0,train
40250,2017-01-01T00:00:00,46.0023135314,DI,300,283.771436349,KIT 4,0,0,,0,0,train
40260,2017-01-01T00:00:00,50.0023956686,DI,300,104.911853285,KIT 4,0,0,,0,0,train
40280,2017-01-01T00:00:00,19.8388741726,PVC,150,190.140726158,KIT 5,0,0,,0,0,train
40290,2017-01-01T00:00:00,24.0853679405,PVC,150,76.4248324674,KIT 5,0,0,,0,0,train
40300,2017-01-01T00:00:00,24.0853679405,PVC,300,40.8255629283,KIT 5,0,0,,0,0,train
40310,2017-01-01T00:00:00,24.1675051507,PVC,150,69.760088147,KIT 5,0,0,,0,0,train
40320,2017-01-01T00:00:00,24.0853679405,PVC,300,109.178226393,KIT 5,0,0,,0,0,train
40330,2017-01-01T00:00:00,24.0853679405,PVC,150,172.641038789,KIT 5,0,0,,0,0,train
40390,2017-01-01T00:00:00,64.0013141954,CI,200,109.912880821,KIT 4,3,0,12.8353080488,1,1,train
4040,2017-01-01T00:00:00,62.0026420803,CI,150,73.603868661,KIT 4,1,0,15.1953838888,1,0,train
40400,2017-01-01T00:00:00,64.0013141954,CI,200,111.084799247,KIT 4,1,1,2.28615235084,1,1,train
40410,2017-01-01T00:00:00,64.0013141954,CI,150,218.282706809,KIT 4,1,1,2.83647165924,1,0,train
40420,2017-01-01T00:00:00,29.002648925,DI,150,75.5807377594,KIT 4,0,0,,0,0,train
40430,2017-01-01T00:00:00,28.9314633428,DI,150,163.69362893,KIT 4,0,0,,0,0,train
40440,2017-01-01T00:00:00,28.9314633428,CI,150,82.3529574296,KIT 4,3,0,4.97751493871,1,0,train
40450,2017-01-01T00:00:00,23.6719439824,DI,150,146.178007169,KIT 4,0,0,,0,0,train
40460,2017-01-01T00:00:00,23.6719439824,DI,150,82.6744570593,KIT 4,0,0,,0,0,train
40470,2017-01-01T00:00:00,28.9314633428,DI,150,60.3115759126,KIT 4,1,0,7.00904193789,1,0,train
40480,2017-01-01T00:00:00,39.0014853146,DI,150,90.7290816995,KIT 4,0,0,,0,0,train
40490,2017-01-01T00:00:00,27.0012389029,DI,300,91.7691001556,KIT 4,0,0,,0,0,train
4050,2017-01-01T00:00:00,62.0026420803,CI,150,236.539683413,KIT 4,1,0,14.9790892352,1,0,train
40500,2017-01-01T00:00:00,27.0012389029,DI,300,119.363470961,KIT 4,0,0,,0,0,train
40510,2017-01-01T00:00:00,27.0012389029,DI,300,128.419504962,KIT 4,0,0,,0,0,train
40520,2017-01-01T00:00:00,41.4217951087,DI,300,55.5587384916,KIT 4,0,0,,0,0,train
40570,2017-01-01T00:00:00,37.5887252989,DI,300,89.961964401,KIT 4,0,0,,0,0,train
4060,2017-01-01T00:00:00,62.0026420803,CI,150,93.287877638,KIT 4,0,0,,0,0,train
40610,2017-01-01T00:00:00,41.4217951087,DI,300,33.4336864707,KIT 4,0,0,,0,0,train
40620,2017-01-01T00:00:00,41.4217951087,DI,300,3.52018956172,KIT 4,0,0,,0,0,train
40630,2017-01-01T00:00:00,41.4217951087,DI,300,44.8966064706,KIT 4,1,1,2.71052793692,1,0,train
40640,2017-01-01T00:00:00,26.9163637857,PVC,150,63.2539690628,KIT 2W,0,0,,0,0,train
40690,2017-01-01T00:00:00,12.4520010678,PVC,200,4.3386670598,KIT 4,0,0,,0,0,train
4070,2017-01-01T00:00:00,62.0026420803,CI,150,36.6303000948,KIT 4,0,0,,0,0,train
40700,2017-01-01T00:00:00,22.5877328077,DI,200,3.96626781459,KIT 4,0,0,,0,0,train
40720,2017-01-01T00:00:00,25.4214665599,DI,300,9.1547972236,KIT 4,0,0,,0,0,train
40730,2017-01-01T00:00:00,22.5055955974,DI,150,124.790520512,KIT 4,0,0,,0,0,train
4090,2017-01-01T00:00:00,43.0015674518,DI,150,55.7335024879,KIT 2W,0,0,,0,0,train
41000,2017-01-01T00:00:00,69.0034702971,CI,150,89.5834430627,KIT 4,1,0,14.0728420159,1,0,train
41010,2017-01-01T00:00:00,69.0034702971,CI,150,51.061453659,KIT 4,0,0,,0,0,train
41020,2017-01-01T00:00:00,69.0034702971,CI,150,94.0041197994,KIT 4,0,0,,0,0,train
41030,2017-01-01T00:00:00,65.0033881599,CI,150,416.252144641,KIT 4,7,1,1.96855513802,1,0,train
41040,2017-01-01T00:00:00,51.9983298767,DI,300,134.765197584,KIT 4,1,0,19.9292251039,1,0,train
4120,2017-01-01T00:00:00,47.001649589,DI,300,219.696535069,KIT 4,0,0,,0,0,train
41430,2017-01-01T00:00:00,56.0011499209,DI,450,684.812483647,KIT 4,0,0,,0,0,train
41440,2017-01-01T00:00:00,58.5884720425,CI,150,49.7729832871,KIT 4,0,0,,0,0,train
41450,2017-01-01T00:00:00,58.5884720425,CI,150,363.398886463,KIT 4,3,2,0.73649698488,1,1,train
41460,2017-01-01T00:00:00,58.5884720425,CI,150,372.902778834,KIT 4,2,0,12.8845903749,1,0,train
41470,2017-01-01T00:00:00,58.5884720425,CI,150,100.527973737,KIT 4,1,1,0.928150475369,1,0,train
41480,2017-01-01T00:00:00,58.5884720425,CI,150,79.9573951506,KIT 4,1,0,10.2534617412,1,0,train
41490,2017-01-01T00:00:00,54.0024778058,DI,150,218.077431655,KIT 4,2,1,2.87480235734,1,0,train
41500,2017-01-01T00:00:00,54.0024778058,DI,150,92.0945974476,KIT 4,1,0,11.9290608294,1,0,train
41550,2017-01-01T00:00:00,25.4214665599,DI,300,126.432168279,KIT 4,0,0,,0,0,train
41560,2017-01-01T00:00:00,25.4214665599,DI,300,174.547746012,KIT 4,0,0,,0,0,train
41570,2017-01-01T00:00:00,26.5056777347,DI,300,161.881447697,KIT 4,0,0,,0,0,train
41580,2017-01-01T00:00:00,26.5056777347,DI,300,124.896559806,KIT 4,0,0,,0,0,train
41630,2017-01-01T00:00:00,101.004127395,CI,100,305.510667602,KIT 4,2,2,1.85903885775,1,0,train
41640,2017-01-01T00:00:00,42.0022313942,DI,200,196.874278394,KIT 4,1,0,15.4226301704,1,0,train
41650,2017-01-01T00:00:00,42.0022313942,DI,200,85.2252463058,KIT 4,0,0,,0,0,train
41660,2017-01-01T00:00:00,42.0022313942,DI,200,8.69785320639,KIT 4,0,0,,0,0,train
41670,2017-01-01T00:00:00,88.0018070186,CI,300,149.461922503,KIT 4,0,0,,0,0,train
41680,2017-01-01T00:00:00,42.0022313942,DI,200,5.01823443111,KIT 4,0,0,,0,0,train
41690,2017-01-01T00:00:00,88.0018070186,CI,300,404.176356168,KIT 4,2,0,3.85497306584,1,0,train
41700,2017-01-01T00:00:00,28.0005749605,DI,300,101.029391232,KIT 4,0,0,,0,0,train
41710,2017-01-01T00:00:00,28.0005749605,DI,300,11.8601727695,KIT 4,0,0,,0,0,train
41730,2017-01-01T00:00:00,31.5872331396,DI,150,243.719276054,KIT 4,0,0,,0,0,train
41750,2017-01-01T00:00:00,31.5872331396,DI,150,85.7372687921,KIT 4,0,0,,0,0,train
41780,2017-01-01T00:00:00,31.5872331396,DI,150,63.6000275425,KIT 4,0,0,,0,0,train
4180,2017-01-01T00:00:00,25.0025667878,DI,300,8.64612216742,KIT 4,0,0,,0,0,train
41830,2017-01-01T00:00:00,29.5885610245,DI,150,73.3651360257,KIT 6,0,0,,0,0,train
41840,2017-01-01T00:00:00,29.5885610245,DI,150,246.440839841,KIT 6,0,0,,0,0,train
41850,2017-01-01T00:00:00,24.4193925953,DI,200,192.663359049,KIT 4,1,0,3.92615864802,1,0,train
41860,2017-01-01T00:00:00,31.4475998823,DI,200,148.631222801,KIT 4,0,0,,0,0,train
41870,2017-01-01T00:00:00,31.4475998823,DI,200,62.3951504455,KIT 4,0,0,,0,0,train
41880,2017-01-01T00:00:00,41.0028953367,PVC,200,89.723599984,KIT 4,0,0,,0,0,train
41890,2017-01-01T00:00:00,41.0028953367,PVC,150,203.577884247,KIT 4,0,0,,0,0,train
41900,2017-01-01T00:00:00,29.002648925,DI,200,81.0641730638,KIT 4,0,0,,0,0,train
41910,2017-01-01T00:00:00,29.002648925,DI,200,49.0058542767,KIT 4,0,0,,0,0,train
41920,2017-01-01T00:00:00,29.002648925,DI,200,78.2888172147,KIT 4,0,0,,0,0,train
41930,2017-01-01T00:00:00,41.0028953367,PVC,150,130.691178846,KIT 4,0,0,,0,0,train
41940,2017-01-01T00:00:00,41.0028953367,PVC,150,66.5938662584,KIT 4,0,0,,0,0,train
41950,2017-01-01T00:00:00,41.0028953367,PVC,150,72.0569153024,KIT 4,0,0,,0,0,train
41980,2017-01-01T00:00:00,28.0005749605,DI,300,6.64448524321,KIT 6,0,0,,0,0,train
41990,2017-01-01T00:00:00,28.0005749605,DI,300,86.2875900917,KIT 6,0,0,,0,0,train
42000,2017-01-01T00:00:00,28.0005749605,DI,300,203.132572682,KIT 6,0,0,,0,0,train
42010,2017-01-01T00:00:00,28.0005749605,DI,300,1.66491518121,KIT 6,0,0,,0,0,train
42020,2017-01-01T00:00:00,28.0005749605,DI,300,139.106264482,KIT 6,0,0,,0,0,train
42030,2017-01-01T00:00:00,28.0005749605,DI,300,47.1952000687,KIT 6,0,0,,0,0,train
42050,2017-01-01T00:00:00,58.0025599431,CI,150,304.822886385,KIT 4,4,0,3.89056585693,1,0,train
42070,2017-01-01T00:00:00,38.6729364737,DI,300,79.776682662,KIT 6,0,0,,0,0,train
